,year,state,district,chloride,sdp,intercept,gini,region
3218,2015,jharkhand,dumka,,158231.0,1,0.23,eastern_region
3219,2016,jharkhand,dumka,,176363.0,1,0.23,eastern_region
3220,2017,jharkhand,dumka,,191573.0,1,0.23,eastern_region
3221,2018,jharkhand,dumka,,208701.0,1,0.23,eastern_region
3222,2000,rajasthan,dungarpur,125.0,174261.4982756208,1,0.24,northern_region
3223,2001,rajasthan,dungarpur,127.84615,194105.2216453936,1,0.24,northern_region
3224,2002,rajasthan,dungarpur,129.5,170786.6612538214,1,0.24,northern_region
3225,2003,rajasthan,dungarpur,,225128.6442802708,1,0.24,northern_region
3226,2004,rajasthan,dungarpur,124.38889,219623.783673409,1,0.24,northern_region
3227,2005,rajasthan,dungarpur,88.666664,234376.38095379013,1,0.24,northern_region
3228,2006,rajasthan,dungarpur,191.22223,261962.91892931657,1,0.24,northern_region
3229,2007,rajasthan,dungarpur,167.91667,273897.97681369574,1,0.24,northern_region
3230,2008,rajasthan,dungarpur,150.45454,296931.6051077934,1,0.24,northern_region
3231,2009,rajasthan,dungarpur,106.8125,314236.5616057293,1,0.24,northern_region
3232,2010,rajasthan,dungarpur,170.14285,361436.6835150852,1,0.24,northern_region
3233,2011,rajasthan,dungarpur,137.44444,395331.0,1,0.24,northern_region
3234,2012,rajasthan,dungarpur,162.0,409802.0,1,0.24,northern_region
3235,2013,rajasthan,dungarpur,166.0,434292.0,1,0.24,northern_region
3236,2014,rajasthan,dungarpur,120.35714,465408.0,1,0.24,northern_region
3237,2015,rajasthan,dungarpur,131.375,501922.0,1,0.24,northern_region
3238,2016,rajasthan,dungarpur,113.3,529650.0,1,0.24,northern_region
3239,2017,rajasthan,dungarpur,146.66667,557618.0,1,0.24,northern_region
3240,2018,rajasthan,dungarpur,163.46666,568102.0,1,0.24,northern_region
3241,2000,chhattisgarh,durg,,60613.02944903384,1,0.36,central_region
3242,2001,chhattisgarh,durg,76.95652,69095.92750038933,1,0.36,central_region
3243,2002,chhattisgarh,durg,53.545456,67928.20822216057,1,0.36,central_region
3244,2003,chhattisgarh,durg,,80689.13119305942,1,0.36,central_region
3245,2004,chhattisgarh,durg,44.789474,85010.50532014725,1,0.36,central_region
3246,2005,chhattisgarh,durg,57.611111,86399.03557352198,1,0.36,central_region
3247,2006,chhattisgarh,durg,56.222221,102835.45434201976,1,0.36,central_region
3248,2007,chhattisgarh,durg,50.142857,111148.14951274091,1,0.36,central_region
3249,2008,chhattisgarh,durg,44.0,118439.98738179456,1,0.36,central_region
3250,2009,chhattisgarh,durg,54.909092,121728.50355879591,1,0.36,central_region
3251,2010,chhattisgarh,durg,,133465.28146971774,1,0.36,central_region
3252,2011,chhattisgarh,durg,34.0,142273.0,1,0.36,central_region
3253,2012,chhattisgarh,durg,71.511108,148760.0,1,0.36,central_region
3254,2013,chhattisgarh,durg,46.0,163494.0,1,0.36,central_region
3255,2014,chhattisgarh,durg,76.02549,165354.0,1,0.36,central_region
3256,2015,chhattisgarh,durg,81.930954,168879.0,1,0.36,central_region
3257,2016,chhattisgarh,durg,83.885002,187541.0,1,0.36,central_region
3258,2017,chhattisgarh,durg,81.866791,194073.0,1,0.36,central_region
3259,2018,chhattisgarh,durg,65.125,209211.0,1,0.36,central_region
3260,2000,meghalaya,eastgarohills,,8197.752282332447,1,0.17,north_eastern_region
3261,2001,meghalaya,eastgarohills,,8746.345290121497,1,0.17,north_eastern_region
3262,2002,meghalaya,eastgarohills,,9005.070376764368,1,0.17,north_eastern_region
3263,2003,meghalaya,eastgarohills,,9565.641397823922,1,0.17,north_eastern_region
3264,2004,meghalaya,eastgarohills,,10229.223333009804,1,0.17,north_eastern_region
3265,2005,meghalaya,eastgarohills,,11028.873531980977,1,0.17,north_eastern_region
3266,2006,meghalaya,eastgarohills,,11860.019800058237,1,0.17,north_eastern_region
3267,2007,meghalaya,eastgarohills,,12232.72328448025,1,0.17,north_eastern_region
3268,2008,meghalaya,eastgarohills,,13804.02717655052,1,0.17,north_eastern_region
3269,2009,meghalaya,eastgarohills,,14691.166456371931,1,0.17,north_eastern_region
3270,2010,meghalaya,eastgarohills,,16143.485198485878,1,0.17,north_eastern_region
3271,2011,meghalaya,eastgarohills,,18028.0,1,0.17,north_eastern_region
3272,2012,meghalaya,eastgarohills,,18323.0,1,0.17,north_eastern_region
3273,2013,meghalaya,eastgarohills,,18397.0,1,0.17,north_eastern_region
3274,2014,meghalaya,eastgarohills,43.866669,17893.0,1,0.17,north_eastern_region
3275,2015,meghalaya,eastgarohills,52.928574,18330.0,1,0.17,north_eastern_region
3276,2016,meghalaya,eastgarohills,30.905287,19295.0,1,0.17,north_eastern_region
3277,2017,meghalaya,eastgarohills,,19964.0,1,0.17,north_eastern_region
3278,2018,meghalaya,eastgarohills,29.541668,20968.0,1,0.17,north_eastern_region
3279,2000,andhrapradesh,eastgodavari,248.9697,171093.79798343318,1,0.28,southern_region
3280,2001,andhrapradesh,eastgodavari,,178851.96877309735,1,0.28,southern_region
3281,2002,andhrapradesh,eastgodavari,347.3143,182923.1418611468,1,0.28,southern_region
3282,2003,andhrapradesh,eastgodavari,,200843.63400364132,1,0.28,southern_region
3283,2004,andhrapradesh,eastgodavari,394.76666,215455.8737901584,1,0.28,southern_region
3284,2005,andhrapradesh,eastgodavari,343.84375,227457.9878258872,1,0.28,southern_region
3285,2006,andhrapradesh,eastgodavari,322.23529,251348.62002359648,1,0.28,southern_region
3286,2007,andhrapradesh,eastgodavari,331.67648,282693.9814360441,1,0.28,southern_region
3287,2008,andhrapradesh,eastgodavari,299.54544,289919.74396775843,1,0.28,southern_region
3288,2009,andhrapradesh,eastgodavari,268.71875,309550.5308999029,1,0.28,southern_region
3289,2010,andhrapradesh,eastgodavari,352.375,330210.7804378922,1,0.28,southern_region
3290,2011,andhrapradesh,eastgodavari,256.60001,339996.0,1,0.28,southern_region
3291,2012,andhrapradesh,eastgodavari,224.66667,341335.0,1,0.28,southern_region
3292,2013,andhrapradesh,eastgodavari,253.48215,360239.0,1,0.28,southern_region
3293,2014,andhrapradesh,eastgodavari,256.3793,397064.0,1,0.28,southern_region
3294,2015,andhrapradesh,eastgodavari,192.58824,446997.0,1,0.28,southern_region
3295,2016,andhrapradesh,eastgodavari,208.27451,477566.0,1,0.28,southern_region
3296,2017,andhrapradesh,eastgodavari,252.13043,526626.0,1,0.28,southern_region
3297,2018,andhrapradesh,eastgodavari,324.48779,558862.0,1,0.28,southern_region
3298,2000,meghalaya,eastjaintiahills,,8197.752282332447,1,0.18,north_eastern_region
3299,2001,meghalaya,eastjaintiahills,,8746.345290121497,1,0.18,north_eastern_region
3300,2002,meghalaya,eastjaintiahills,,9005.070376764368,1,0.18,north_eastern_region
3301,2003,meghalaya,eastjaintiahills,,9565.641397823922,1,0.18,north_eastern_region
3302,2004,meghalaya,eastjaintiahills,,10229.223333009804,1,0.18,north_eastern_region
3303,2005,meghalaya,eastjaintiahills,,11028.873531980977,1,0.18,north_eastern_region
3304,2006,meghalaya,eastjaintiahills,,11860.019800058237,1,0.18,north_eastern_region
3305,2007,meghalaya,eastjaintiahills,,12232.72328448025,1,0.18,north_eastern_region
3306,2008,meghalaya,eastjaintiahills,,13804.02717655052,1,0.18,north_eastern_region
3307,2009,meghalaya,eastjaintiahills,,14691.166456371931,1,0.18,north_eastern_region
3308,2010,meghalaya,eastjaintiahills,,16143.485198485878,1,0.18,north_eastern_region
3309,2011,meghalaya,eastjaintiahills,,18028.0,1,0.18,north_eastern_region
3310,2012,meghalaya,eastjaintiahills,,18323.0,1,0.18,north_eastern_region
3311,2013,meghalaya,eastjaintiahills,,18397.0,1,0.18,north_eastern_region
3312,2014,meghalaya,eastjaintiahills,,17893.0,1,0.18,north_eastern_region
3313,2015,meghalaya,eastjaintiahills,,18330.0,1,0.18,north_eastern_region
3314,2016,meghalaya,eastjaintiahills,,19295.0,1,0.18,north_eastern_region
3315,2017,meghalaya,eastjaintiahills,7.0900002,19964.0,1,0.18,north_eastern_region
3316,2018,meghalaya,eastjaintiahills,,20968.0,1,0.18,north_eastern_region
3317,2000,meghalaya,eastkhasihills,,8197.752282332447,1,0.25,north_eastern_region
3318,2001,meghalaya,eastkhasihills,,8746.345290121497,1,0.25,north_eastern_region
3319,2002,meghalaya,eastkhasihills,,9005.070376764368,1,0.25,north_eastern_region
3320,2003,meghalaya,eastkhasihills,,9565.641397823922,1,0.25,north_eastern_region
3321,2004,meghalaya,eastkhasihills,,10229.223333009804,1,0.25,north_eastern_region
3322,2005,meghalaya,eastkhasihills,,11028.873531980977,1,0.25,north_eastern_region
3323,2006,meghalaya,eastkhasihills,,11860.019800058237,1,0.25,north_eastern_region
3324,2007,meghalaya,eastkhasihills,,12232.72328448025,1,0.25,north_eastern_region
3325,2008,meghalaya,eastkhasihills,,13804.02717655052,1,0.25,north_eastern_region
3326,2009,meghalaya,eastkhasihills,,14691.166456371931,1,0.25,north_eastern_region
3327,2010,meghalaya,eastkhasihills,,16143.485198485878,1,0.25,north_eastern_region
3328,2011,meghalaya,eastkhasihills,,18028.0,1,0.25,north_eastern_region
3329,2012,meghalaya,eastkhasihills,,18323.0,1,0.25,north_eastern_region
3330,2013,meghalaya,eastkhasihills,,18397.0,1,0.25,north_eastern_region
3331,2014,meghalaya,eastkhasihills,29.049999,17893.0,1,0.25,north_eastern_region
3332,2015,meghalaya,eastkhasihills,40.533333,18330.0,1,0.25,north_eastern_region
3333,2016,meghalaya,eastkhasihills,49.487911,19295.0,1,0.25,north_eastern_region
3334,2017,meghalaya,eastkhasihills,28.360001,19964.0,1,0.25,north_eastern_region
3335,2018,meghalaya,eastkhasihills,46.971252,20968.0,1,0.25,north_eastern_region
3336,2000,madhyapradesh,eastnimar,103.77778,142623.92245088037,1,0.23,central_region
3337,2001,madhyapradesh,eastnimar,112.9375,152826.6075400632,1,0.23,central_region
3338,2002,madhyapradesh,eastnimar,78.3125,144856.76138662823,1,0.23,central_region
3339,2003,madhyapradesh,eastnimar,,161106.27345013304,1,0.23,central_region
3340,2004,madhyapradesh,eastnimar,82.454544,166392.43950471698,1,0.23,central_region
3341,2005,madhyapradesh,eastnimar,105.07143,174775.328567217,1,0.23,central_region
3342,2006,madhyapradesh,eastnimar,123.0,190708.6450176887,1,0.23,central_region
3343,2007,madhyapradesh,eastnimar,124.8125,199720.8751061321,1,0.23,central_region
3344,2008,madhyapradesh,eastnimar,48.0,224971.1026179245,1,0.23,central_region
3345,2009,madhyapradesh,eastnimar,92.190475,246297.10579599056,1,0.23,central_region
3346,2010,madhyapradesh,eastnimar,86.5,259230.23037146227,1,0.23,central_region
3347,2011,madhyapradesh,eastnimar,106.70588,282371.0,1,0.23,central_region
3348,2012,madhyapradesh,eastnimar,133.70506,306853.0,1,0.23,central_region
3349,2013,madhyapradesh,eastnimar,123.37358,322598.0,1,0.23,central_region
3350,2014,madhyapradesh,eastnimar,86.800003,339247.0,1,0.23,central_region
3351,2015,madhyapradesh,eastnimar,,370716.0,1,0.23,central_region
3352,2016,madhyapradesh,eastnimar,101.11111,419465.0,1,0.23,central_region
3353,2017,madhyapradesh,eastnimar,74.758621,441956.0,1,0.23,central_region
3354,2018,madhyapradesh,eastnimar,97.192307,482361.0,1,0.23,central_region
3355,2000,arunachalpradesh,eastsiang,,4732.955556001116,1,0.28,north_eastern_region
3356,2001,arunachalpradesh,eastsiang,,5489.875019530852,1,0.28,north_eastern_region
3357,2002,arunachalpradesh,eastsiang,,5227.751158619776,1,0.28,north_eastern_region
3358,2003,arunachalpradesh,eastsiang,,5796.177059247166,1,0.28,north_eastern_region
3359,2004,arunachalpradesh,eastsiang,,6544.260887015855,1,0.28,north_eastern_region
3360,2005,arunachalpradesh,eastsiang,,6735.169375877986,1,0.28,north_eastern_region
3361,2006,arunachalpradesh,eastsiang,,7098.511338551074,1,0.28,north_eastern_region
3362,2007,arunachalpradesh,eastsiang,,7950.414810355209,1,0.28,north_eastern_region
3363,2008,arunachalpradesh,eastsiang,,8603.19867549669,1,0.28,north_eastern_region
3364,2009,arunachalpradesh,eastsiang,,9317.565924142084,1,0.28,north_eastern_region
3365,2010,arunachalpradesh,eastsiang,,9719.910696367651,1,0.28,north_eastern_region
3366,2011,arunachalpradesh,eastsiang,,10229.0,1,0.28,north_eastern_region
3367,2012,arunachalpradesh,eastsiang,,10399.0,1,0.28,north_eastern_region
3368,2013,arunachalpradesh,eastsiang,,11226.0,1,0.28,north_eastern_region
3369,2014,arunachalpradesh,eastsiang,46.333336,13082.0,1,0.28,north_eastern_region
3370,2015,arunachalpradesh,eastsiang,63.333332,12889.0,1,0.28,north_eastern_region
3371,2016,arunachalpradesh,eastsiang,23.749031,13396.0,1,0.28,north_eastern_region
3372,2017,arunachalpradesh,eastsiang,,13923.0,1,0.28,north_eastern_region
3373,2018,arunachalpradesh,eastsiang,37.222504,14897.0,1,0.28,north_eastern_region
3374,2000,delhi,east,252.25,126216.14739672391,1,0.34,northern_region
3375,2001,delhi,east,,131069.97558233612,1,0.34,northern_region
3376,2002,delhi,east,163.0,141114.6703899209,1,0.34,northern_region
3377,2003,delhi,east,,148804.8431632136,1,0.34,northern_region
3378,2004,delhi,east,570.0,164909.1092949392,1,0.34,northern_region
3379,2005,delhi,east,321.0,181895.0069720344,1,0.34,northern_region
3380,2006,delhi,east,,204478.45088035768,1,0.34,northern_region
3381,2007,delhi,east,90.333336,227528.5020639436,1,0.34,northern_region
3382,2008,delhi,east,152.0,255869.67082037605,1,0.34,northern_region
3383,2009,delhi,east,,276907.04286141146,1,0.34,northern_region
3384,2010,delhi,east,180.28572,299873.5225927115,1,0.34,northern_region
3385,2000,kerala,ernakulam,37.836842,147973.5597433169,1,0.42,southern_region
3386,2001,kerala,ernakulam,38.0,155366.47487904064,1,0.42,southern_region
3387,2002,kerala,ernakulam,52.394737,166734.581417683,1,0.42,southern_region
3388,2003,kerala,ernakulam,,177540.5159176877,1,0.42,southern_region
3389,2004,kerala,ernakulam,39.322918,194266.89820535283,1,0.42,southern_region
3390,2005,kerala,ernakulam,26.365307,214150.4423028008,1,0.42,southern_region
3391,2006,kerala,ernakulam,27.422001,231069.25430291385,1,0.42,southern_region
3392,2007,kerala,ernakulam,73.994118,251690.7367210242,1,0.42,southern_region
3393,2008,kerala,ernakulam,56.914288,267167.04617471667,1,0.42,southern_region
3394,2009,kerala,ernakulam,76.086792,291324.3285363027,1,0.42,southern_region
3395,2010,kerala,ernakulam,33.411903,309967.46877313964,1,0.42,southern_region
3396,2011,kerala,ernakulam,45.35593,328021.0,1,0.42,southern_region
3397,2012,kerala,ernakulam,20.0,348616.0,1,0.42,southern_region
3398,2013,kerala,ernakulam,54.984932,364707.0,1,0.42,southern_region
3399,2014,kerala,ernakulam,61.103848,382134.0,1,0.42,southern_region
3400,2015,kerala,ernakulam,37.709679,411150.0,1,0.42,southern_region
3401,2016,kerala,ernakulam,38.32143,443615.0,1,0.42,southern_region
3402,2017,kerala,ernakulam,72.261223,473182.0,1,0.42,southern_region
3403,2018,kerala,ernakulam,73.995453,510787.0,1,0.42,southern_region
3404,2000,tamilnadu,erode,207.92592,288498.3205747694,1,0.31,southern_region
3405,2001,tamilnadu,erode,220.23077,282908.6927283517,1,0.31,southern_region
3406,2002,tamilnadu,erode,203.38461,284324.36644762417,1,0.31,southern_region
3407,2003,tamilnadu,erode,,302043.121385615,1,0.31,southern_region
3408,2004,tamilnadu,erode,216.16667,337921.3167903381,1,0.31,southern_region
3409,2005,tamilnadu,erode,208.61905,386683.4090471607,1,0.31,southern_region
3410,2006,tamilnadu,erode,234.14999,447233.3527585457,1,0.31,southern_region
3411,2007,tamilnadu,erode,210.52632,475248.4774441926,1,0.31,southern_region
3412,2008,tamilnadu,erode,,500384.2601757273,1,0.31,southern_region
3413,2009,tamilnadu,erode,161.41176,552763.8529603527,1,0.31,southern_region
3414,2010,tamilnadu,erode,172.39999,628152.0055419293,1,0.31,southern_region
3415,2011,tamilnadu,erode,170.0,674478.0,1,0.31,southern_region
3416,2012,tamilnadu,erode,178.0,709343.0,1,0.31,southern_region
3417,2013,tamilnadu,erode,168.5,750416.0,1,0.31,southern_region
3418,2014,tamilnadu,erode,130.22223,791915.0,1,0.31,southern_region
3419,2015,tamilnadu,erode,301.0625,862437.0,1,0.31,southern_region
3420,2016,tamilnadu,erode,270.95209,922084.0,1,0.31,southern_region
3421,2017,tamilnadu,erode,254.0813,1000308.0,1,0.31,southern_region
3422,2018,tamilnadu,erode,205.36382,1071602.0,1,0.31,southern_region
3423,2000,uttarpradesh,etah,73.599998,351083.83971582167,1,0.3,central_region
3424,2001,uttarpradesh,etah,59.333332,357470.77254969825,1,0.3,central_region
3425,2002,uttarpradesh,etah,26.75,369037.9006500751,1,0.3,central_region
3426,2003,uttarpradesh,etah,,388468.5695531362,1,0.3,central_region
3427,2004,uttarpradesh,etah,,407921.1791392405,1,0.3,central_region
3428,2005,uttarpradesh,etah,,431731.25103797467,1,0.3,central_region
3429,2006,uttarpradesh,etah,,466022.3453164557,1,0.3,central_region
3430,2007,uttarpradesh,etah,,495890.4340253165,1,0.3,central_region
3431,2008,uttarpradesh,etah,,533571.6164050633,1,0.3,central_region
3432,2009,uttarpradesh,etah,,566760.9320506329,1,0.3,central_region
3433,2010,uttarpradesh,etah,,612018.6082025316,1,0.3,central_region
3434,2011,uttarpradesh,etah,,645132.0,1,0.3,central_region
3435,2012,uttarpradesh,etah,,673552.0,1,0.3,central_region
3436,2013,uttarpradesh,etah,,707469.0,1,0.3,central_region
3437,2014,uttarpradesh,etah,,729686.0,1,0.3,central_region
3438,2015,uttarpradesh,etah,,792049.0,1,0.3,central_region
3439,2016,uttarpradesh,etah,17.5,888453.0,1,0.3,central_region
3440,2017,uttarpradesh,etah,,922458.0,1,0.3,central_region
3441,2018,uttarpradesh,etah,182.619,949184.0,1,0.3,central_region
3442,2000,uttarpradesh,etawah,103.0,351083.83971582167,1,0.21,central_region
3443,2000,uttarpradesh,etawah,103.0,351083.83971582167,1,0.21,central_region
3444,2000,uttarpradesh,etawah,103.0,351083.83971582167,1,0.21,central_region
3445,2000,uttarpradesh,etawah,103.0,351083.83971582167,1,0.21,central_region
3446,2001,uttarpradesh,etawah,34.200001,357470.77254969825,1,0.21,central_region
3447,2001,uttarpradesh,etawah,34.200001,357470.77254969825,1,0.21,central_region
3448,2001,uttarpradesh,etawah,34.200001,357470.77254969825,1,0.21,central_region
3449,2001,uttarpradesh,etawah,34.200001,357470.77254969825,1,0.21,central_region
3450,2002,uttarpradesh,etawah,168.66667,369037.9006500751,1,0.21,central_region
3451,2002,uttarpradesh,etawah,168.66667,369037.9006500751,1,0.21,central_region
3452,2002,uttarpradesh,etawah,168.66667,369037.9006500751,1,0.21,central_region
3453,2002,uttarpradesh,etawah,168.66667,369037.9006500751,1,0.21,central_region
3454,2003,uttarpradesh,etawah,,388468.5695531362,1,0.21,central_region
3455,2003,uttarpradesh,etawah,,388468.5695531362,1,0.21,central_region
3456,2003,uttarpradesh,etawah,,388468.5695531362,1,0.21,central_region
3457,2003,uttarpradesh,etawah,,388468.5695531362,1,0.21,central_region
3458,2004,uttarpradesh,etawah,87.0,407921.1791392405,1,0.21,central_region
3459,2004,uttarpradesh,etawah,87.0,407921.1791392405,1,0.21,central_region
3460,2004,uttarpradesh,etawah,87.0,407921.1791392405,1,0.21,central_region
3461,2004,uttarpradesh,etawah,87.0,407921.1791392405,1,0.21,central_region
3462,2005,uttarpradesh,etawah,,431731.25103797467,1,0.21,central_region
3463,2005,uttarpradesh,etawah,,431731.25103797467,1,0.21,central_region
3464,2005,uttarpradesh,etawah,,431731.25103797467,1,0.21,central_region
3465,2005,uttarpradesh,etawah,,431731.25103797467,1,0.21,central_region
3466,2006,uttarpradesh,etawah,,466022.3453164557,1,0.21,central_region
3467,2006,uttarpradesh,etawah,,466022.3453164557,1,0.21,central_region
3468,2006,uttarpradesh,etawah,,466022.3453164557,1,0.21,central_region
3469,2006,uttarpradesh,etawah,,466022.3453164557,1,0.21,central_region
3470,2007,uttarpradesh,etawah,,495890.4340253165,1,0.21,central_region
3471,2007,uttarpradesh,etawah,,495890.4340253165,1,0.21,central_region
