,year,state,district,chloride,sdp,intercept,gini
2526,2007,tamilnadu,cuddalore,480.0,475248.4774441926,1,0.27
2527,2008,tamilnadu,cuddalore,,500384.2601757273,1,0.27
2528,2009,tamilnadu,cuddalore,240.0,552763.8529603527,1,0.27
2529,2010,tamilnadu,cuddalore,356.18182,628152.0055419293,1,0.27
2530,2011,tamilnadu,cuddalore,248.22223,674478.0,1,0.27
2531,2012,tamilnadu,cuddalore,172.0,709343.0,1,0.27
2532,2013,tamilnadu,cuddalore,271.41666,750416.0,1,0.27
2533,2014,tamilnadu,cuddalore,319.51111,791915.0,1,0.27
2534,2015,tamilnadu,cuddalore,285.77777,862437.0,1,0.27
2535,2016,tamilnadu,cuddalore,238.54565,922084.0,1,0.27
2536,2017,tamilnadu,cuddalore,202.8132,1000308.0,1,0.27
2537,2018,tamilnadu,cuddalore,290.01477,1071602.0,1,0.27
2538,2000,odisha,cuttack,69.311432,98181.20095221567,1,0.29
2539,2001,odisha,cuttack,,104158.31573762312,1,0.29
2540,2002,odisha,cuttack,78.255997,103409.86331502158,1,0.29
2541,2003,odisha,cuttack,,118510.2192096142,1,0.29
2542,2004,odisha,cuttack,70.547058,133986.11438993324,1,0.29
2543,2005,odisha,cuttack,,139933.87047902113,1,0.29
2544,2006,odisha,cuttack,,157355.39593546148,1,0.29
2545,2007,odisha,cuttack,,170849.19512100978,1,0.29
2546,2008,odisha,cuttack,63.205357,183688.7017215425,1,0.29
2547,2009,odisha,cuttack,59.648571,185166.7723202224,1,0.29
2548,2010,odisha,cuttack,,196839.58852819703,1,0.29
2549,2011,odisha,cuttack,,204226.0,1,0.29
2550,2012,odisha,cuttack,110.05,216301.0,1,0.29
2551,2013,odisha,cuttack,82.294121,233122.0,1,0.29
2552,2014,odisha,cuttack,80.685738,235931.0,1,0.29
2553,2015,odisha,cuttack,78.48542,253192.0,1,0.29
2554,2016,odisha,cuttack,73.753098,293348.0,1,0.29
2555,2017,odisha,cuttack,78.574074,316192.0,1,0.29
2556,2018,odisha,cuttack,63.905659,338339.0,1,0.29
2557,2000,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,44.375,2310.0,1,0.35
2558,2001,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,60.285713,2311.0,1,0.35
2559,2002,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,54.285713,2312.0,1,0.35
2560,2003,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,,2313.0,1,0.35
2561,2004,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,62.875,2314.0,1,0.35
2562,2005,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,52.714287,2315.0,1,0.35
2563,2006,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,51.799999,2316.0,1,0.35
2564,2007,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,43.75,2317.0,1,0.35
2565,2008,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,44.75,2318.0,1,0.35
2566,2009,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,63.857143,2319.0,1,0.35
2567,2010,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,,2320.0,1,0.35
2568,2011,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,,2321.0,1,0.35
2569,2012,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,46.75,2322.0,1,0.35
2570,2013,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,40.200001,2323.0,1,0.35
2571,2014,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,53.111111,2324.0,1,0.35
2572,2015,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,46.0,2325.0,1,0.35
2573,2016,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,60.416668,2326.0,1,0.35
2574,2017,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,50.705338,2327.0,1,0.35
2575,2018,thedadraandnagarhavelianddamananddiu,dadraandnagarhaveli,32.354942,2328.0,1,0.35
2576,2000,karnataka,dakshinakannada,,276258.6426431352,1,0.44
2577,2001,karnataka,dakshinakannada,15.5,281266.3155456815,1,0.44
2578,2002,karnataka,dakshinakannada,17.675861,296352.99111225107,1,0.44
2579,2003,karnataka,dakshinakannada,,302124.54632196546,1,0.44
2580,2004,karnataka,dakshinakannada,24.629629,332758.6518626028,1,0.44
2581,2005,karnataka,dakshinakannada,,366994.563425254,1,0.44
2582,2006,karnataka,dakshinakannada,21.344828,405152.5474600871,1,0.44
2583,2007,karnataka,dakshinakannada,36.099998,455994.0619254959,1,0.44
2584,2008,karnataka,dakshinakannada,,488433.38238993706,1,0.44
2585,2009,karnataka,dakshinakannada,29.153847,488554.19922593125,1,0.44
2586,2010,karnataka,dakshinakannada,32.240002,538791.629511369,1,0.44
2587,2011,karnataka,dakshinakannada,,554952.0,1,0.44
2588,2012,karnataka,dakshinakannada,29.956522,593192.0,1,0.44
2589,2013,karnataka,dakshinakannada,18.448149,646787.0,1,0.44
2590,2014,karnataka,dakshinakannada,30.534615,671283.0,1,0.44
2591,2015,karnataka,dakshinakannada,,749952.0,1,0.44
2592,2016,karnataka,dakshinakannada,24.074286,851394.0,1,0.44
2593,2017,karnataka,dakshinakannada,54.893616,915642.0,1,0.44
2594,2018,karnataka,dakshinakannada,149.82449,974815.0,1,0.44
2595,2000,thedadraandnagarhavelianddamananddiu,daman,92.0,2348.0,1,0.28
2596,2001,thedadraandnagarhavelianddamananddiu,daman,99.0,2349.0,1,0.28
2597,2002,thedadraandnagarhavelianddamananddiu,daman,35.0,2350.0,1,0.28
2598,2003,thedadraandnagarhavelianddamananddiu,daman,,2351.0,1,0.28
2599,2004,thedadraandnagarhavelianddamananddiu,daman,92.0,2352.0,1,0.28
2600,2005,thedadraandnagarhavelianddamananddiu,daman,78.0,2353.0,1,0.28
2601,2006,thedadraandnagarhavelianddamananddiu,daman,,2354.0,1,0.28
2602,2007,thedadraandnagarhavelianddamananddiu,daman,170.5,2355.0,1,0.28
2603,2008,thedadraandnagarhavelianddamananddiu,daman,103.16666,2356.0,1,0.28
2604,2009,thedadraandnagarhavelianddamananddiu,daman,95.75,2357.0,1,0.28
2605,2010,thedadraandnagarhavelianddamananddiu,daman,188.0,2358.0,1,0.28
2606,2011,thedadraandnagarhavelianddamananddiu,daman,135.0,2359.0,1,0.28
2607,2012,thedadraandnagarhavelianddamananddiu,daman,125.0,2360.0,1,0.28
2608,2013,thedadraandnagarhavelianddamananddiu,daman,60.5,2361.0,1,0.28
2609,2014,thedadraandnagarhavelianddamananddiu,daman,132.16667,2362.0,1,0.28
2610,2015,thedadraandnagarhavelianddamananddiu,daman,99.0,2363.0,1,0.28
2611,2016,thedadraandnagarhavelianddamananddiu,daman,124.71429,2364.0,1,0.28
2612,2017,thedadraandnagarhavelianddamananddiu,daman,132.39999,2365.0,1,0.28
2613,2018,thedadraandnagarhavelianddamananddiu,daman,113.8,2366.0,1,0.28
2614,2000,madhyapradesh,damoh,94.307693,142623.92245088037,1,0.23
2615,2001,madhyapradesh,damoh,95.428574,152826.6075400632,1,0.23
2616,2002,madhyapradesh,damoh,58.666668,144856.76138662823,1,0.23
2617,2003,madhyapradesh,damoh,,161106.27345013304,1,0.23
2618,2004,madhyapradesh,damoh,100.93333,166392.43950471698,1,0.23
2619,2005,madhyapradesh,damoh,92.300003,174775.328567217,1,0.23
2620,2006,madhyapradesh,damoh,,190708.6450176887,1,0.23
2621,2007,madhyapradesh,damoh,92.904762,199720.8751061321,1,0.23
2622,2008,madhyapradesh,damoh,209.0,224971.1026179245,1,0.23
2623,2009,madhyapradesh,damoh,105.13333,246297.10579599056,1,0.23
2624,2010,madhyapradesh,damoh,51.466667,259230.23037146227,1,0.23
2625,2011,madhyapradesh,damoh,86.066666,282371.0,1,0.23
2626,2012,madhyapradesh,damoh,106.13333,306853.0,1,0.23
2627,2013,madhyapradesh,damoh,68.133858,322598.0,1,0.23
2628,2014,madhyapradesh,damoh,68.5,339247.0,1,0.23
2629,2015,madhyapradesh,damoh,140.35715,370716.0,1,0.23
2630,2016,madhyapradesh,damoh,128.63158,419465.0,1,0.23
2631,2017,madhyapradesh,damoh,101.47369,441956.0,1,0.23
2632,2018,madhyapradesh,damoh,111.31579,482361.0,1,0.23
2633,2000,chhattisgarh,dantewada,,60613.02944903384,1,0.36
2634,2001,chhattisgarh,dantewada,47.0,69095.92750038933,1,0.36
2635,2002,chhattisgarh,dantewada,53.46154,67928.20822216057,1,0.36
2636,2003,chhattisgarh,dantewada,,80689.13119305942,1,0.36
2637,2004,chhattisgarh,dantewada,32.454544,85010.50532014725,1,0.36
2638,2005,chhattisgarh,dantewada,19.3125,86399.03557352198,1,0.36
2639,2006,chhattisgarh,dantewada,,102835.45434201976,1,0.36
2640,2007,chhattisgarh,dantewada,24.200001,111148.14951274091,1,0.36
2641,2008,chhattisgarh,dantewada,17.200001,118439.98738179456,1,0.36
2642,2009,chhattisgarh,dantewada,42.666668,121728.50355879591,1,0.36
2643,2010,chhattisgarh,dantewada,,133465.28146971774,1,0.36
2644,2011,chhattisgarh,dantewada,,142273.0,1,0.36
2645,2012,chhattisgarh,dantewada,,148760.0,1,0.36
2646,2013,chhattisgarh,dantewada,,163494.0,1,0.36
2647,2014,chhattisgarh,dantewada,,165354.0,1,0.36
2648,2015,chhattisgarh,dantewada,,168879.0,1,0.36
2649,2016,chhattisgarh,dantewada,,187541.0,1,0.36
2650,2017,chhattisgarh,dantewada,7.0,194073.0,1,0.36
2651,2018,chhattisgarh,dantewada,,209211.0,1,0.36
2652,2000,bihar,darbhanga,,110615.1637047949,1,0.2
2653,2001,bihar,darbhanga,14.0,104271.73783034184,1,0.2
2654,2002,bihar,darbhanga,,117457.4875518244,1,0.2
2655,2003,bihar,darbhanga,,109883.30924089148,1,0.2
2656,2004,bihar,darbhanga,,123786.48249318644,1,0.2
2657,2005,bihar,darbhanga,,120702.7141776237,1,0.2
2658,2006,bihar,darbhanga,42.700001,141592.2454273824,1,0.2
2659,2007,bihar,darbhanga,41.333332,148922.3697701531,1,0.2
2660,2008,bihar,darbhanga,15.771428,171625.46728329768,1,0.2
2661,2009,bihar,darbhanga,59.333332,179835.9122150076,1,0.2
2662,2010,bihar,darbhanga,155.0,207295.21074574773,1,0.2
2663,2011,bihar,darbhanga,73.260002,228497.0,1,0.2
2664,2012,bihar,darbhanga,55.8475,236933.0,1,0.2
2665,2013,bihar,darbhanga,39.9375,246915.0,1,0.2
2666,2014,bihar,darbhanga,,255739.0,1,0.2
2667,2015,bihar,darbhanga,,269200.0,1,0.2
2668,2016,bihar,darbhanga,67.369003,289265.0,1,0.2
2669,2017,bihar,darbhanga,,312605.0,1,0.2
2670,2018,bihar,darbhanga,,345545.0,1,0.2
2671,2000,westbengal,darjeeling,25.1,247972.31111561856,1,0.28
2672,2001,westbengal,darjeeling,46.727272,265880.32837131777,1,0.28
2673,2002,westbengal,darjeeling,29.272728,275199.53359278664,1,0.28
2674,2003,westbengal,darjeeling,,291369.5209867059,1,0.28
2675,2004,westbengal,darjeeling,37.727272,310686.6999675226,1,0.28
2676,2005,westbengal,darjeeling,55.333332,330248.80030542583,1,0.28
2677,2006,westbengal,darjeeling,30.122223,356170.8313006164,1,0.28
2678,2007,westbengal,darjeeling,15.666667,383881.4906091932,1,0.28
2679,2008,westbengal,darjeeling,31.6,399354.5969692363,1,0.28
2680,2009,westbengal,darjeeling,30.423529,430366.20743387047,1,0.28
2681,2010,westbengal,darjeeling,32.25,456461.5424521131,1,0.28
2682,2011,westbengal,darjeeling,34.444443,473205.0,1,0.28
2683,2012,westbengal,darjeeling,37.863636,492901.0,1,0.28
2684,2013,westbengal,darjeeling,34.666668,503952.0,1,0.28
2685,2014,westbengal,darjeeling,,515702.0,1,0.28
2686,2015,westbengal,darjeeling,,546988.0,1,0.28
2687,2016,westbengal,darjeeling,30.214285,584911.0,1,0.28
2688,2017,westbengal,darjeeling,33.444443,623787.0,1,0.28
2689,2018,westbengal,darjeeling,49.516071,659288.0,1,0.28
2690,2000,assam,darrang,,76319.67589577519,1,0.22
2691,2001,assam,darrang,,78289.23092102491,1,0.22
2692,2002,assam,darrang,,83032.90536200421,1,0.22
2693,2003,assam,darrang,,88141.65670849023,1,0.22
2694,2004,assam,darrang,,91169.23716052705,1,0.22
2695,2005,assam,darrang,,93915.07735054224,1,0.22
2696,2006,assam,darrang,,98156.54055749752,1,0.22
2697,2007,assam,darrang,,102351.6278569508,1,0.22
2698,2008,assam,darrang,,108448.12736398671,1,0.22
2699,2009,assam,darrang,,118440.20310119208,1,0.22
2700,2010,assam,darrang,,124268.10881061218,1,0.22
2701,2011,assam,darrang,,129354.0,1,0.22
2702,2012,assam,darrang,,132518.0,1,0.22
2703,2013,assam,darrang,,138725.0,1,0.22
2704,2014,assam,darrang,45.149998,146425.0,1,0.22
2705,2015,assam,darrang,52.666668,167629.0,1,0.22
2706,2016,assam,darrang,64.686943,179632.0,1,0.22
2707,2017,assam,darrang,,195262.0,1,0.22
2708,2018,assam,darrang,44.059288,204627.0,1,0.22
2709,2000,madhyapradesh,datia,199.0,142623.92245088037,1,0.23
2710,2001,madhyapradesh,datia,52.57143,152826.6075400632,1,0.23
2711,2002,madhyapradesh,datia,39.599998,144856.76138662823,1,0.23
2712,2003,madhyapradesh,datia,,161106.27345013304,1,0.23
2713,2004,madhyapradesh,datia,65.0,166392.43950471698,1,0.23
2714,2005,madhyapradesh,datia,53.666668,174775.328567217,1,0.23
2715,2006,madhyapradesh,datia,,190708.6450176887,1,0.23
2716,2007,madhyapradesh,datia,95.285713,199720.8751061321,1,0.23
2717,2008,madhyapradesh,datia,93.75,224971.1026179245,1,0.23
2718,2009,madhyapradesh,datia,75.0,246297.10579599056,1,0.23
2719,2010,madhyapradesh,datia,89.166664,259230.23037146227,1,0.23
2720,2011,madhyapradesh,datia,46.666668,282371.0,1,0.23
2721,2012,madhyapradesh,datia,64.85714,306853.0,1,0.23
2722,2013,madhyapradesh,datia,83.87178,322598.0,1,0.23
2723,2014,madhyapradesh,datia,106.88889,339247.0,1,0.23
2724,2015,madhyapradesh,datia,86.0,370716.0,1,0.23
2725,2016,madhyapradesh,datia,119.16666,419465.0,1,0.23
2726,2017,madhyapradesh,datia,103.63636,441956.0,1,0.23
2727,2018,madhyapradesh,datia,113.55556,482361.0,1,0.23
2728,2000,rajasthan,dausa,333.85715,174261.4982756208,1,0.22
2729,2001,rajasthan,dausa,556.0,194105.2216453936,1,0.22
2730,2002,rajasthan,dausa,550.25,170786.6612538214,1,0.22
2731,2003,rajasthan,dausa,,225128.6442802708,1,0.22
2732,2004,rajasthan,dausa,545.63159,219623.783673409,1,0.22
2733,2005,rajasthan,dausa,579.20001,234376.38095379013,1,0.22
2734,2006,rajasthan,dausa,301.625,261962.91892931657,1,0.22
2735,2007,rajasthan,dausa,213.69231,273897.97681369574,1,0.22
2736,2008,rajasthan,dausa,780.66669,296931.6051077934,1,0.22
2737,2009,rajasthan,dausa,524.42859,314236.5616057293,1,0.22
2738,2010,rajasthan,dausa,193.375,361436.6835150852,1,0.22
2739,2011,rajasthan,dausa,570.0,395331.0,1,0.22
2740,2012,rajasthan,dausa,424.26666,409802.0,1,0.22
2741,2013,rajasthan,dausa,577.0,434292.0,1,0.22
2742,2014,rajasthan,dausa,330.5,465408.0,1,0.22
2743,2015,rajasthan,dausa,410.79999,501922.0,1,0.22
2744,2016,rajasthan,dausa,429.58334,529650.0,1,0.22
2745,2017,rajasthan,dausa,698.5,557618.0,1,0.22
2746,2018,rajasthan,dausa,388.85715,568102.0,1,0.22
2747,2000,karnataka,davangere,,276258.6426431352,1,0.28
2748,2001,karnataka,davangere,133.55556,281266.3155456815,1,0.28
2749,2002,karnataka,davangere,183.75,296352.99111225107,1,0.28
2750,2003,karnataka,davangere,,302124.54632196546,1,0.28
2751,2004,karnataka,davangere,489.25714,332758.6518626028,1,0.28
2752,2005,karnataka,davangere,,366994.563425254,1,0.28
2753,2006,karnataka,davangere,406.0,405152.5474600871,1,0.28
2754,2007,karnataka,davangere,,455994.0619254959,1,0.28
2755,2008,karnataka,davangere,,488433.38238993706,1,0.28
2756,2009,karnataka,davangere,142.46153,488554.19922593125,1,0.28
2757,2010,karnataka,davangere,244.2,538791.629511369,1,0.28
2758,2011,karnataka,davangere,185.0,554952.0,1,0.28
2759,2012,karnataka,davangere,207.46666,593192.0,1,0.28
2760,2013,karnataka,davangere,171.67857,646787.0,1,0.28
2761,2014,karnataka,davangere,184.37038,671283.0,1,0.28
2762,2015,karnataka,davangere,,749952.0,1,0.28
2763,2016,karnataka,davangere,226.64311,851394.0,1,0.28
2764,2017,karnataka,davangere,130.61905,915642.0,1,0.28
2765,2018,karnataka,davangere,251.08182,974815.0,1,0.28
2766,2000,uttarakhand,dehradun,15.625,30800.418529264123,1,0.28
2767,2001,uttarakhand,dehradun,12.258333,32261.8594656789,1,0.28
2768,2002,uttarakhand,dehradun,32.0,35282.66032922301,1,0.28
2769,2003,uttarakhand,dehradun,33.5,38073.35156458789,1,0.28
2770,2004,uttarakhand,dehradun,22.764706,43081.90793963752,1,0.28
2771,2005,uttarakhand,dehradun,23.387501,49190.07507393645,1,0.28
2772,2006,uttarakhand,dehradun,21.53125,55116.54356563282,1,0.28
2773,2007,uttarakhand,dehradun,12.0,64750.43755213468,1,0.28
2774,2008,uttarakhand,dehradun,8.6133337,71643.38818533404,1,0.28
2775,2009,uttarakhand,dehradun,19.06875,83904.18063244104,1,0.28
2776,2010,uttarakhand,dehradun,8.4142857,92718.49776294836,1,0.28
2777,2011,uttarakhand,dehradun,12.826667,101960.0,1,0.28
2778,2012,uttarakhand,dehradun,26.200001,109528.0,1,0.28
2779,2013,uttarakhand,dehradun,11.416667,117778.0,1,0.28
2780,2014,uttarakhand,dehradun,17.637501,125702.0,1,0.28
2781,2015,uttarakhand,dehradun,7.6071429,136144.0,1,0.28
2782,2016,uttarakhand,dehradun,14.84,150303.0,1,0.28
2783,2017,uttarakhand,dehradun,,162205.0,1,0.28
2784,2018,uttarakhand,dehradun,34.804165,166519.0,1,0.28
2785,2000,jharkhand,deoghar,158.66667,65731.49293120936,1,0.27
2786,2001,jharkhand,deoghar,,70260.19384688395,1,0.27
2787,2002,jharkhand,deoghar,,72227.4792745967,1,0.27
2788,2003,jharkhand,deoghar,,77692.98277489642,1,0.27
2789,2004,jharkhand,deoghar,84.25,90933.9477275846,1,0.27
2790,2005,jharkhand,deoghar,146.39999,86858.23663560263,1,0.27
2791,2006,jharkhand,deoghar,130.8,88313.3580473321,1,0.27
2792,2007,jharkhand,deoghar,,107985.77685043102,1,0.27
2793,2008,jharkhand,deoghar,121.33334,103644.40755018276,1,0.27
2794,2009,jharkhand,deoghar,138.125,113915.95362850404,1,0.27
2795,2010,jharkhand,deoghar,102.8,130487.88405254688,1,0.27
2796,2011,jharkhand,deoghar,132.75,137383.0,1,0.27
2797,2012,jharkhand,deoghar,160.39999,149526.0,1,0.27
2798,2013,jharkhand,deoghar,146.0,150609.0,1,0.27
2799,2014,jharkhand,deoghar,,170568.0,1,0.27
2800,2015,jharkhand,deoghar,,158231.0,1,0.27
2801,2016,jharkhand,deoghar,,176363.0,1,0.27
2802,2017,jharkhand,deoghar,,191573.0,1,0.27
2803,2018,jharkhand,deoghar,,208701.0,1,0.27
2804,2000,uttarpradesh,deoria,96.199997,351083.83971582167,1,0.31
2805,2001,uttarpradesh,deoria,36.333332,357470.77254969825,1,0.31
2806,2002,uttarpradesh,deoria,46.875,369037.9006500751,1,0.31
2807,2003,uttarpradesh,deoria,,388468.5695531362,1,0.31
2808,2004,uttarpradesh,deoria,52.25,407921.1791392405,1,0.31
2809,2005,uttarpradesh,deoria,,431731.25103797467,1,0.31
2810,2006,uttarpradesh,deoria,,466022.3453164557,1,0.31
2811,2007,uttarpradesh,deoria,,495890.4340253165,1,0.31
2812,2008,uttarpradesh,deoria,,533571.6164050633,1,0.31
2813,2009,uttarpradesh,deoria,,566760.9320506329,1,0.31
2814,2010,uttarpradesh,deoria,,612018.6082025316,1,0.31
2815,2011,uttarpradesh,deoria,,645132.0,1,0.31
2816,2012,uttarpradesh,deoria,,673552.0,1,0.31
2817,2013,uttarpradesh,deoria,,707469.0,1,0.31
2818,2014,uttarpradesh,deoria,,729686.0,1,0.31
2819,2015,uttarpradesh,deoria,,792049.0,1,0.31
2820,2016,uttarpradesh,deoria,,888453.0,1,0.31
2821,2017,uttarpradesh,deoria,,922458.0,1,0.31
2822,2018,uttarpradesh,deoria,36.159,949184.0,1,0.31
2823,2000,madhyapradesh,dewas,142.0625,142623.92245088037,1,0.34
2824,2001,madhyapradesh,dewas,123.40909,152826.6075400632,1,0.34
2825,2002,madhyapradesh,dewas,152.94444,144856.76138662823,1,0.34
2826,2003,madhyapradesh,dewas,,161106.27345013304,1,0.34
2827,2004,madhyapradesh,dewas,164.30769,166392.43950471698,1,0.34
2828,2005,madhyapradesh,dewas,161.0,174775.328567217,1,0.34
2829,2006,madhyapradesh,dewas,124.0,190708.6450176887,1,0.34
2830,2007,madhyapradesh,dewas,174.95535,199720.8751061321,1,0.34
2831,2008,madhyapradesh,dewas,82.0,224971.1026179245,1,0.34
2832,2009,madhyapradesh,dewas,143.63637,246297.10579599056,1,0.34
2833,2010,madhyapradesh,dewas,157.0,259230.23037146227,1,0.34
2834,2011,madhyapradesh,dewas,153.17392,282371.0,1,0.34
2835,2012,madhyapradesh,dewas,136.5079,306853.0,1,0.34
2836,2013,madhyapradesh,dewas,155.81541,322598.0,1,0.34
2837,2014,madhyapradesh,dewas,176.57895,339247.0,1,0.34
2838,2015,madhyapradesh,dewas,91.684212,370716.0,1,0.34
2839,2016,madhyapradesh,dewas,108.3,419465.0,1,0.34
2840,2017,madhyapradesh,dewas,110.0,441956.0,1,0.34
2841,2018,madhyapradesh,dewas,121.78947,482361.0,1,0.34
2842,2000,tripura,dhalai,,7102.207810635482,1,0.17
2843,2001,tripura,dhalai,,8075.8256666351135,1,0.17
2844,2002,tripura,dhalai,,8615.403195990635,1,0.17
2845,2003,tripura,dhalai,,9120.792617425555,1,0.17
2846,2004,tripura,dhalai,,9868.471673254282,1,0.17
2847,2005,tripura,dhalai,,10518.31717634006,1,0.17
2848,2006,tripura,dhalai,,11424.235628597184,1,0.17
2849,2007,tripura,dhalai,,12177.959780875111,1,0.17
2850,2008,tripura,dhalai,,13463.156091810555,1,0.17
2851,2009,tripura,dhalai,,14841.36003051106,1,0.17
2852,2010,tripura,dhalai,,15962.283128770545,1,0.17
2853,2011,tripura,dhalai,,17419.0,1,0.17
2854,2012,tripura,dhalai,,18857.0,1,0.17
2855,2013,tripura,dhalai,,20623.0,1,0.17
2856,2014,tripura,dhalai,24.65,24407.0,1,0.17
2857,2015,tripura,dhalai,25.0,23745.0,1,0.17
2858,2016,tripura,dhalai,17.5,27204.0,1,0.17
2859,2017,tripura,dhalai,29.738611,29505.0,1,0.17
2860,2018,tripura,dhalai,40.324375,32703.0,1,0.17
2861,2000,chhattisgarh,dhamtari,,60613.02944903384,1,0.3
2862,2001,chhattisgarh,dhamtari,36.75,69095.92750038933,1,0.3
2863,2002,chhattisgarh,dhamtari,32.583332,67928.20822216057,1,0.3
2864,2003,chhattisgarh,dhamtari,,80689.13119305942,1,0.3
2865,2004,chhattisgarh,dhamtari,41.333332,85010.50532014725,1,0.3
2866,2005,chhattisgarh,dhamtari,26.5,86399.03557352198,1,0.3
2867,2006,chhattisgarh,dhamtari,29.200001,102835.45434201976,1,0.3
2868,2007,chhattisgarh,dhamtari,34.8125,111148.14951274091,1,0.3
2869,2008,chhattisgarh,dhamtari,37.1875,118439.98738179456,1,0.3
2870,2009,chhattisgarh,dhamtari,24.0,121728.50355879591,1,0.3
2871,2010,chhattisgarh,dhamtari,,133465.28146971774,1,0.3
2872,2011,chhattisgarh,dhamtari,14.0,142273.0,1,0.3
2873,2012,chhattisgarh,dhamtari,49.315788,148760.0,1,0.3
2874,2013,chhattisgarh,dhamtari,71.375,163494.0,1,0.3
2875,2014,chhattisgarh,dhamtari,43.128571,165354.0,1,0.3
2876,2015,chhattisgarh,dhamtari,68.904549,168879.0,1,0.3
2877,2016,chhattisgarh,dhamtari,52.140625,187541.0,1,0.3
2878,2017,chhattisgarh,dhamtari,56.941936,194073.0,1,0.3
2879,2018,chhattisgarh,dhamtari,101.075,209211.0,1,0.3
2880,2000,jharkhand,dhanbad,144.8,65731.49293120936,1,0.34
2881,2001,jharkhand,dhanbad,67.0,70260.19384688395,1,0.34
2882,2002,jharkhand,dhanbad,,72227.4792745967,1,0.34
