,year,state,district,chloride,sdp,ginivalue
463,2007,madhyapradesh,anuppur,53.200001,199720.8751061321,0.37
464,2008,madhyapradesh,anuppur,,224971.1026179245,0.37
465,2009,madhyapradesh,anuppur,35.153847,246297.10579599056,0.37
466,2010,madhyapradesh,anuppur,54.333332,259230.23037146227,0.37
467,2011,madhyapradesh,anuppur,25.424999,282371.0,0.37
468,2012,madhyapradesh,anuppur,64.016312,306853.0,0.37
469,2013,madhyapradesh,anuppur,54.533333,322598.0,0.37
470,2014,madhyapradesh,anuppur,44.0,339247.0,0.37
471,2015,madhyapradesh,anuppur,41.125,370716.0,0.37
472,2016,madhyapradesh,anuppur,39.625,419465.0,0.37
473,2017,madhyapradesh,anuppur,34.619049,441956.0,0.37
474,2018,madhyapradesh,anuppur,58.4375,482361.0,0.37
475,2000,bihar,araria,,62700.9834624032,0.23
476,2001,bihar,araria,,59105.28258805895,0.23
477,2002,bihar,araria,,66579.47914064451,0.23
478,2003,bihar,araria,,62286.13984511616,0.23
479,2004,bihar,araria,43.0,123786.48249318644,0.23
480,2005,bihar,araria,41.0,120702.7141776237,0.23
481,2006,bihar,araria,,141592.2454273824,0.23
482,2007,bihar,araria,71.0,148922.3697701531,0.23
483,2008,bihar,araria,66.0,171625.46728329768,0.23
484,2009,bihar,araria,,179835.9122150076,0.23
485,2010,bihar,araria,,207295.21074574775,0.23
486,2011,bihar,araria,24.85,228497.0,0.23
487,2012,bihar,araria,39.700001,236933.0,0.23
488,2013,bihar,araria,17.725,246915.0,0.23
489,2014,bihar,araria,,255739.0,0.23
490,2015,bihar,araria,,269200.0,0.23
491,2016,bihar,araria,50.826,289265.0,0.23
492,2017,bihar,araria,,312605.0,0.23
493,2018,bihar,araria,,345545.0,0.23
494,2000,tamilnadu,ariyalur,60.0,165323.27057177993,0.24
495,2001,tamilnadu,ariyalur,122.0,162120.14774247605,0.24
496,2002,tamilnadu,ariyalur,,162931.39617146642,0.24
497,2003,tamilnadu,ariyalur,,173085.08618592646,0.24
498,2004,tamilnadu,ariyalur,145.5,337921.3167903381,0.24
499,2005,tamilnadu,ariyalur,173.5,386683.4090471607,0.24
500,2006,tamilnadu,ariyalur,145.5,447233.3527585457,0.24
501,2007,tamilnadu,ariyalur,162.66667,475248.4774441926,0.24
502,2008,tamilnadu,ariyalur,,500384.2601757273,0.24
503,2009,tamilnadu,ariyalur,116.0,552763.8529603527,0.24
504,2010,tamilnadu,ariyalur,148.33333,628152.0055419293,0.24
505,2011,tamilnadu,ariyalur,321.0,674478.0,0.24
506,2012,tamilnadu,ariyalur,349.33334,709343.0,0.24
507,2013,tamilnadu,ariyalur,222.0,750416.0,0.24
508,2014,tamilnadu,ariyalur,,791915.0,0.24
509,2015,tamilnadu,ariyalur,77.666664,862437.0,0.24
510,2016,tamilnadu,ariyalur,396.04599,922084.0,0.24
511,2017,tamilnadu,ariyalur,251.69501,1000308.0,0.24
512,2018,tamilnadu,ariyalur,267.05667,1071602.0,0.24
513,2000,bihar,arwal,,62700.9834624032,0.21
514,2001,bihar,arwal,54.75,59105.28258805895,0.21
515,2002,bihar,arwal,,66579.47914064451,0.21
516,2003,bihar,arwal,,62286.13984511616,0.21
517,2004,bihar,arwal,,123786.48249318644,0.21
518,2005,bihar,arwal,55.0,120702.7141776237,0.21
519,2006,bihar,arwal,,141592.2454273824,0.21
520,2007,bihar,arwal,41.333332,148922.3697701531,0.21
521,2008,bihar,arwal,38.0,171625.46728329768,0.21
522,2009,bihar,arwal,,179835.9122150076,0.21
523,2010,bihar,arwal,52.0,207295.21074574775,0.21
524,2011,bihar,arwal,78.0,228497.0,0.21
525,2012,bihar,arwal,43.970398,236933.0,0.21
526,2013,bihar,arwal,46.099998,246915.0,0.21
527,2014,bihar,arwal,,255739.0,0.21
528,2015,bihar,arwal,,269200.0,0.21
529,2016,bihar,arwal,44.661999,289265.0,0.21
530,2017,bihar,arwal,,312605.0,0.21
531,2018,bihar,arwal,,345545.0,0.21
532,2000,madhyapradesh,ashoknagar,83.833336,85663.95716156869,0.18
533,2001,madhyapradesh,ashoknagar,54.0,91791.97806713408,0.18
534,2002,madhyapradesh,ashoknagar,57.5,87005.063307394,0.18
535,2003,madhyapradesh,ashoknagar,,96764.9793255772,0.18
536,2004,madhyapradesh,ashoknagar,133.0,166392.43950471698,0.18
537,2005,madhyapradesh,ashoknagar,105.18182,174775.328567217,0.18
538,2006,madhyapradesh,ashoknagar,181.0,190708.6450176887,0.18
539,2007,madhyapradesh,ashoknagar,77.571426,199720.8751061321,0.18
540,2008,madhyapradesh,ashoknagar,186.0,224971.1026179245,0.18
541,2009,madhyapradesh,ashoknagar,80.090912,246297.10579599056,0.18
542,2010,madhyapradesh,ashoknagar,61.090908,259230.23037146227,0.18
543,2011,madhyapradesh,ashoknagar,60.81818,282371.0,0.18
544,2012,madhyapradesh,ashoknagar,101.4046,306853.0,0.18
545,2013,madhyapradesh,ashoknagar,65.554504,322598.0,0.18
546,2014,madhyapradesh,ashoknagar,97.25,339247.0,0.18
547,2015,madhyapradesh,ashoknagar,,370716.0,0.18
548,2016,madhyapradesh,ashoknagar,72.07692,419465.0,0.18
549,2017,madhyapradesh,ashoknagar,116.80952,441956.0,0.18
550,2018,madhyapradesh,ashoknagar,64.769234,482361.0,0.18
551,2000,uttarpradesh,auraiya,131.16667,198838.77708154044,0.19
552,2001,uttarpradesh,auraiya,113.6,202456.06096170397,0.19
553,2002,uttarpradesh,auraiya,121.8,209007.1844987091,0.19
554,2003,uttarpradesh,auraiya,,220011.87912005163,0.19
555,2004,uttarpradesh,auraiya,47.0,407921.1791392405,0.19
556,2005,uttarpradesh,auraiya,106.0,431731.25103797467,0.19
557,2006,uttarpradesh,auraiya,,466022.3453164557,0.19
558,2007,uttarpradesh,auraiya,,495890.4340253165,0.19
559,2008,uttarpradesh,auraiya,,533571.6164050633,0.19
560,2009,uttarpradesh,auraiya,,566760.9320506329,0.19
561,2010,uttarpradesh,auraiya,,612018.6082025316,0.19
562,2011,uttarpradesh,auraiya,,645132.0,0.19
563,2012,uttarpradesh,auraiya,,673552.0,0.19
564,2013,uttarpradesh,auraiya,,707469.0,0.19
565,2014,uttarpradesh,auraiya,,729686.0,0.19
566,2015,uttarpradesh,auraiya,,792049.0,0.19
567,2016,uttarpradesh,auraiya,37.166668,888453.0,0.19
568,2017,uttarpradesh,auraiya,,922458.0,0.19
569,2018,uttarpradesh,auraiya,85.910004,949184.0,0.19
570,2000,bihar,aurangabad,158.57143,62700.9834624032,0.19
571,2000,bihar,aurangabad,158.57143,62700.9834624032,0.28
572,2001,maharashtra,aurangabad,197.63637,295577.6704133988,0.19
573,2001,maharashtra,aurangabad,197.63637,295577.6704133988,0.28
574,2002,maharashtra,aurangabad,174.66667,315961.0747709448,0.19
575,2002,maharashtra,aurangabad,174.66667,315961.0747709448,0.28
576,2003,maharashtra,aurangabad,,340363.9329582936,0.19
577,2003,maharashtra,aurangabad,,340363.9329582936,0.28
578,2004,maharashtra,aurangabad,98.727272,599028.1154943785,0.19
579,2004,maharashtra,aurangabad,98.727272,599028.1154943785,0.28
580,2005,bihar,aurangabad,94.25573,120702.7141776237,0.19
581,2005,bihar,aurangabad,94.25573,120702.7141776237,0.28
582,2006,maharashtra,aurangabad,143.83333,780279.5182740722,0.19
583,2006,maharashtra,aurangabad,143.83333,780279.5182740722,0.28
584,2007,maharashtra,aurangabad,207.30769,871096.2491881064,0.19
585,2007,maharashtra,aurangabad,207.30769,871096.2491881064,0.28
586,2008,maharashtra,aurangabad,124.54546,884779.143581586,0.19
587,2008,maharashtra,aurangabad,124.54546,884779.143581586,0.28
588,2009,bihar,aurangabad,198.92308,179835.9122150076,0.19
589,2009,bihar,aurangabad,198.92308,179835.9122150076,0.28
590,2010,bihar,aurangabad,62.387501,207295.21074574775,0.19
591,2010,bihar,aurangabad,62.387501,207295.21074574775,0.28
592,2011,bihar,aurangabad,62.387501,228497.0,0.19
593,2011,bihar,aurangabad,62.387501,228497.0,0.28
594,2012,maharashtra,aurangabad,195.36295,1189711,0.19
595,2012,maharashtra,aurangabad,195.36295,1189711,0.28
596,2013,maharashtra,aurangabad,118.03529,1267551,0.19
597,2013,maharashtra,aurangabad,118.03529,1267551,0.28
598,2014,maharashtra,aurangabad,204.0,1345341,0.19
599,2014,maharashtra,aurangabad,204.0,1345341,0.28
600,2015,maharashtra,aurangabad,139.83333,1452513,0.19
601,2015,maharashtra,aurangabad,139.83333,1452513,0.28
602,2016,bihar,aurangabad,106.32326,289265.0,0.19
603,2016,bihar,aurangabad,106.32326,289265.0,0.28
604,2017,maharashtra,aurangabad,119.85642,1661065,0.19
605,2017,maharashtra,aurangabad,119.85642,1661065,0.28
606,2018,maharashtra,aurangabad,158.05246,1728578,0.19
607,2018,maharashtra,aurangabad,158.05246,1728578,0.28
608,2000,uttarpradesh,ayodhya,16.24,198838.77708154044,
609,2001,uttarpradesh,ayodhya,33.700001,202456.06096170397,
610,2002,uttarpradesh,ayodhya,21.0,209007.1844987091,
611,2003,uttarpradesh,ayodhya,,220011.87912005163,
612,2004,uttarpradesh,ayodhya,30.025,407921.1791392405,
613,2005,uttarpradesh,ayodhya,,431731.25103797467,
614,2006,uttarpradesh,ayodhya,,466022.3453164557,
615,2007,uttarpradesh,ayodhya,,495890.4340253165,
616,2008,uttarpradesh,ayodhya,,533571.6164050633,
617,2009,uttarpradesh,ayodhya,,566760.9320506329,
618,2010,uttarpradesh,ayodhya,,612018.6082025316,
619,2011,uttarpradesh,ayodhya,,645132.0,
620,2012,uttarpradesh,ayodhya,,673552.0,
621,2013,uttarpradesh,ayodhya,,707469.0,
622,2014,uttarpradesh,ayodhya,,729686.0,
623,2015,uttarpradesh,ayodhya,,792049.0,
624,2016,uttarpradesh,ayodhya,45.400002,888453.0,
625,2017,uttarpradesh,ayodhya,,922458.0,
626,2018,uttarpradesh,ayodhya,20.230999,949184.0,
627,2000,uttarpradesh,azamgarh,28.0,198838.77708154044,0.27
628,2001,uttarpradesh,azamgarh,66.5,202456.06096170397,0.27
629,2002,uttarpradesh,azamgarh,68.0,209007.1844987091,0.27
630,2003,uttarpradesh,azamgarh,,220011.87912005163,0.27
631,2004,uttarpradesh,azamgarh,50.026665,407921.1791392405,0.27
632,2005,uttarpradesh,azamgarh,23.8125,431731.25103797467,0.27
633,2006,uttarpradesh,azamgarh,,466022.3453164557,0.27
634,2007,uttarpradesh,azamgarh,,495890.4340253165,0.27
635,2008,uttarpradesh,azamgarh,,533571.6164050633,0.27
636,2009,uttarpradesh,azamgarh,,566760.9320506329,0.27
637,2010,uttarpradesh,azamgarh,,612018.6082025316,0.27
638,2011,uttarpradesh,azamgarh,,645132.0,0.27
639,2012,uttarpradesh,azamgarh,,673552.0,0.27
640,2013,uttarpradesh,azamgarh,,707469.0,0.27
641,2014,uttarpradesh,azamgarh,,729686.0,0.27
642,2015,uttarpradesh,azamgarh,,792049.0,0.27
643,2016,uttarpradesh,azamgarh,33.91111,888453.0,0.27
644,2017,uttarpradesh,azamgarh,,922458.0,0.27
645,2018,uttarpradesh,azamgarh,74.527504,949184.0,0.27
646,2000,karnataka,bagalkote,,123475.89290822136,0.27
647,2001,karnataka,bagalkote,,125714.11024368026,0.27
648,2002,karnataka,bagalkote,266.88889,132457.2141653382,0.27
649,2003,karnataka,bagalkote,,135036.8544841722,0.27
650,2004,karnataka,bagalkote,431.34784,332758.6518626028,0.27
651,2005,karnataka,bagalkote,454.0,366994.563425254,0.27
652,2006,karnataka,bagalkote,385.33334,405152.5474600871,0.27
653,2007,karnataka,bagalkote,,455994.0619254959,0.27
654,2008,karnataka,bagalkote,,488433.38238993706,0.27
655,2009,karnataka,bagalkote,,488554.19922593125,0.27
656,2010,karnataka,bagalkote,651.05554,538791.629511369,0.27
657,2011,karnataka,bagalkote,,554952.0,0.27
658,2012,karnataka,bagalkote,621.16669,593192.0,0.27
659,2013,karnataka,bagalkote,463.75385,646787.0,0.27
660,2014,karnataka,bagalkote,466.6087,671283.0,0.27
661,2015,karnataka,bagalkote,,749952.0,0.27
662,2016,karnataka,bagalkote,475.66089,851394.0,0.27
663,2017,karnataka,bagalkote,426.25806,915642.0,0.27
664,2018,karnataka,bagalkote,238.92381,974815.0,0.27
665,2000,uttarpradesh,baghpat,,198838.77708154044,0.28
666,2001,uttarpradesh,baghpat,33.400002,202456.06096170397,0.28
667,2002,uttarpradesh,baghpat,,209007.1844987091,0.28
668,2003,uttarpradesh,baghpat,,220011.87912005163,0.28
669,2004,uttarpradesh,baghpat,53.0,407921.1791392405,0.28
670,2005,uttarpradesh,baghpat,51.666668,431731.25103797467,0.28
671,2006,uttarpradesh,baghpat,,466022.3453164557,0.28
672,2007,uttarpradesh,baghpat,,495890.4340253165,0.28
673,2008,uttarpradesh,baghpat,,533571.6164050633,0.28
674,2009,uttarpradesh,baghpat,,566760.9320506329,0.28
675,2010,uttarpradesh,baghpat,,612018.6082025316,0.28
676,2011,uttarpradesh,baghpat,,645132.0,0.28
677,2012,uttarpradesh,baghpat,,673552.0,0.28
678,2013,uttarpradesh,baghpat,,707469.0,0.28
679,2014,uttarpradesh,baghpat,,729686.0,0.28
680,2015,uttarpradesh,baghpat,,792049.0,0.28
681,2016,uttarpradesh,baghpat,99.333336,888453.0,0.28
682,2017,uttarpradesh,baghpat,,922458.0,0.28
683,2018,uttarpradesh,baghpat,89.806671,949184.0,0.28
684,2000,uttarpradesh,bahraich,33.909092,198838.77708154044,0.24
685,2001,uttarpradesh,bahraich,,202456.06096170397,0.24
686,2002,uttarpradesh,bahraich,,209007.1844987091,0.24
687,2003,uttarpradesh,bahraich,,220011.87912005163,0.24
688,2004,uttarpradesh,bahraich,,407921.1791392405,0.24
689,2005,uttarpradesh,bahraich,,431731.25103797467,0.24
690,2006,uttarpradesh,bahraich,,466022.3453164557,0.24
691,2007,uttarpradesh,bahraich,,495890.4340253165,0.24
692,2008,uttarpradesh,bahraich,,533571.6164050633,0.24
693,2009,uttarpradesh,bahraich,,566760.9320506329,0.24
694,2010,uttarpradesh,bahraich,,612018.6082025316,0.24
695,2011,uttarpradesh,bahraich,,645132.0,0.24
696,2012,uttarpradesh,bahraich,,673552.0,0.24
697,2013,uttarpradesh,bahraich,,707469.0,0.24
698,2014,uttarpradesh,bahraich,,729686.0,0.24
699,2015,uttarpradesh,bahraich,,792049.0,0.24
700,2016,uttarpradesh,bahraich,27.583334,888453.0,0.24
701,2017,uttarpradesh,bahraich,,922458.0,0.24
702,2018,uttarpradesh,bahraich,40.778999,949184.0,0.24
703,2000,assam,baksa,,39496.2022342949,0.2
704,2001,assam,baksa,,40515.46682990282,0.2
705,2002,assam,baksa,,42970.36621011554,0.2
706,2003,assam,baksa,,45614.1965720407,0.2
707,2004,assam,baksa,,91169.23716052703,0.2
708,2005,assam,baksa,,93915.07735054225,0.2
709,2006,assam,baksa,,98156.54055749753,0.2
710,2007,assam,baksa,,102351.6278569508,0.2
711,2008,assam,baksa,,108448.12736398673,0.2
712,2009,assam,baksa,,118440.20310119208,0.2
713,2010,assam,baksa,,124268.10881061218,0.2
714,2011,assam,baksa,,129354,0.2
715,2012,assam,baksa,,132518,0.2
716,2013,assam,baksa,,138725,0.2
717,2014,assam,baksa,25.849998,146425,0.2
718,2015,assam,baksa,65.0,167629,0.2
719,2016,assam,baksa,23.633295,179632,0.2
720,2017,assam,baksa,,195262,0.2
721,2018,assam,baksa,28.360001,204627,0.2
722,2000,madhyapradesh,balaghat,124.5,85663.95716156869,0.27
723,2001,madhyapradesh,balaghat,67.115387,91791.97806713408,0.27
724,2002,madhyapradesh,balaghat,74.333336,87005.063307394,0.27
725,2003,madhyapradesh,balaghat,,96764.9793255772,0.27
726,2004,madhyapradesh,balaghat,77.542854,166392.43950471698,0.27
727,2005,madhyapradesh,balaghat,76.800003,174775.328567217,0.27
728,2006,madhyapradesh,balaghat,77.0,190708.6450176887,0.27
729,2007,madhyapradesh,balaghat,82.371429,199720.8751061321,0.27
730,2008,madhyapradesh,balaghat,72.942856,224971.1026179245,0.27
731,2009,madhyapradesh,balaghat,71.769234,246297.10579599056,0.27
732,2010,madhyapradesh,balaghat,68.969696,259230.23037146227,0.27
733,2011,madhyapradesh,balaghat,64.135132,282371.0,0.27
734,2012,madhyapradesh,balaghat,57.23077,306853.0,0.27
735,2013,madhyapradesh,balaghat,112.2187,322598.0,0.27
736,2014,madhyapradesh,balaghat,88.930229,339247.0,0.27
737,2015,madhyapradesh,balaghat,83.400002,370716.0,0.27
738,2016,madhyapradesh,balaghat,114.97727,419465.0,0.27
739,2017,madhyapradesh,balaghat,82.11364,441956.0,0.27
740,2018,madhyapradesh,balaghat,81.073174,482361.0,0.27
741,2000,odisha,balangir,89.081078,49818.93339866719,0.22
742,2001,odisha,balangir,,52851.8305370443,0.22
743,2002,odisha,balangir,136.7802,52472.052116816936,0.22
744,2003,odisha,balangir,,60134.24831438652,0.22
745,2004,odisha,balangir,96.848,133986.11438993324,0.22
746,2005,odisha,balangir,,139933.87047902113,0.22
747,2006,odisha,balangir,,157355.39593546148,0.22
748,2007,odisha,balangir,,170849.19512100978,0.22
749,2008,odisha,balangir,90.710884,183688.7017215425,0.22
750,2009,odisha,balangir,91.611115,185166.77232022237,0.22
751,2010,odisha,balangir,,196839.58852819703,0.22
752,2011,odisha,balangir,,204226.0,0.22
753,2012,odisha,balangir,104.41167,216301.0,0.22
754,2013,odisha,balangir,74.909088,233122.0,0.22
755,2014,odisha,balangir,337.29337,235931.0,0.22
756,2015,odisha,balangir,71.901642,253192.0,0.22
757,2016,odisha,balangir,87.948792,293348.0,0.22
758,2017,odisha,balangir,108.33123,316192.0,0.22
759,2018,odisha,balangir,96.548065,338339.0,0.22
760,2000,odisha,baleshwar,182.05556,49818.93339866719,0.27
761,2001,odisha,baleshwar,,52851.8305370443,0.27
762,2002,odisha,baleshwar,93.107002,52472.052116816936,0.27
763,2003,odisha,baleshwar,,60134.24831438652,0.27
764,2004,odisha,baleshwar,107.27142,133986.11438993324,0.27
765,2005,odisha,baleshwar,,139933.87047902113,0.27
766,2006,odisha,baleshwar,,157355.39593546148,0.27
767,2007,odisha,baleshwar,,170849.19512100978,0.27
768,2008,odisha,baleshwar,66.428574,183688.7017215425,0.27
769,2009,odisha,baleshwar,112.83334,185166.77232022237,0.27
770,2010,odisha,baleshwar,,196839.58852819703,0.27
771,2011,odisha,baleshwar,,204226.0,0.27
772,2012,odisha,baleshwar,18.203333,216301.0,0.27
773,2013,odisha,baleshwar,27.25,233122.0,0.27
774,2014,odisha,baleshwar,94.241135,235931.0,0.27
775,2015,odisha,baleshwar,76.0,253192.0,0.27
776,2016,odisha,baleshwar,79.900002,293348.0,0.27
777,2017,odisha,baleshwar,100.53571,316192.0,0.27
778,2018,odisha,baleshwar,97.954544,338339.0,0.27
779,2000,karnataka,ballari,,123475.89290822136,0.21
780,2001,karnataka,ballari,,125714.11024368026,0.21
781,2002,karnataka,ballari,,132457.2141653382,0.21
782,2003,karnataka,ballari,,135036.8544841722,0.21
783,2004,karnataka,ballari,,332758.6518626028,0.21
784,2005,karnataka,ballari,,366994.563425254,0.21
785,2006,karnataka,ballari,,405152.5474600871,0.21
786,2007,karnataka,ballari,,455994.0619254959,0.21
787,2008,karnataka,ballari,,488433.38238993706,0.21
788,2009,karnataka,ballari,,488554.19922593125,0.21
789,2010,karnataka,ballari,,538791.629511369,0.21
790,2011,karnataka,ballari,,554952.0,0.21
791,2012,karnataka,ballari,,593192.0,0.21
792,2013,karnataka,ballari,,646787.0,0.21
793,2014,karnataka,ballari,,671283.0,0.21
794,2015,karnataka,ballari,,749952.0,0.21
795,2016,karnataka,ballari,54.0,851394.0,0.21
796,2017,karnataka,ballari,,915642.0,0.21
797,2018,karnataka,ballari,,974815.0,0.21
798,2000,uttarpradesh,ballia,,198838.77708154044,0.27
799,2001,uttarpradesh,ballia,108.66666,202456.06096170397,0.27
800,2002,uttarpradesh,ballia,56.666668,209007.1844987091,0.27
801,2003,uttarpradesh,ballia,,220011.87912005163,0.27
802,2004,uttarpradesh,ballia,69.910004,407921.1791392405,0.27
803,2005,uttarpradesh,ballia,79.25,431731.25103797467,0.27
804,2006,uttarpradesh,ballia,,466022.3453164557,0.27
805,2007,uttarpradesh,ballia,,495890.4340253165,0.27
806,2008,uttarpradesh,ballia,,533571.6164050633,0.27
807,2009,uttarpradesh,ballia,,566760.9320506329,0.27
808,2010,uttarpradesh,ballia,,612018.6082025316,0.27
809,2011,uttarpradesh,ballia,,645132.0,0.27
810,2012,uttarpradesh,ballia,,673552.0,0.27
811,2013,uttarpradesh,ballia,,707469.0,0.27
812,2014,uttarpradesh,ballia,,729686.0,0.27
813,2015,uttarpradesh,ballia,,792049.0,0.27
814,2016,uttarpradesh,ballia,39.549999,888453.0,0.27
815,2017,uttarpradesh,ballia,,922458.0,0.27
816,2018,uttarpradesh,ballia,130.16667,949184.0,0.27
817,2000,uttarpradesh,balrampur,58.220001,198838.77708154044,0.2
818,2001,uttarpradesh,balrampur,,202456.06096170397,0.2
819,2002,uttarpradesh,balrampur,,209007.1844987091,0.2
820,2003,uttarpradesh,balrampur,,220011.87912005163,0.2
821,2004,uttarpradesh,balrampur,,407921.1791392405,0.2
822,2005,uttarpradesh,balrampur,64.714287,431731.25103797467,0.2
823,2006,uttarpradesh,balrampur,,466022.3453164557,0.2
824,2007,uttarpradesh,balrampur,,495890.4340253165,0.2
825,2008,uttarpradesh,balrampur,,533571.6164050633,0.2
826,2009,uttarpradesh,balrampur,,566760.9320506329,0.2
827,2010,uttarpradesh,balrampur,,612018.6082025316,0.2
